drug_id,side_effect
CID100000942,Gastrointestinal disorder
CID100000942,Gingivitis
CID100000942,Cardiac disorder
CID100000942,Influenza
CID100000942,Nasal congestion
CID100000942,Numbness
CID100000942,Paraesthesia
CID100000942,Sleep disorder
CID100000942,Gastric ulcer
CID100000942,Tachycardia
CID100000942,Tachycardia
CID100000942,Tooth disorder
CID100000942,Toothache
CID100000942,Vomiting
CID100000942,Weight increased
CID100000942,Sickness
CID100000942,Malaise
CID100000942,Memory impairment
CID100000942,Memory impairment
CID100000942,Disturbance in attention
CID100000942,Eye irritation
CID100000942,Chest discomfort
CID100000942,Chest discomfort
CID100000942,Tobacco poisoning
CID100000942,Nasal discomfort
CID100000942,Fatigue
CID100000942,Extrasystoles
CID100000942,Oral discomfort
CID100000942,Water retention
CID100000942,Throat irritation
CID100000942,Throat irritation
CID100000942,Local reaction
CID100000942,Respiratory failure
CID100000942,Tobacco withdrawal symptoms
CID100000942,Rhinorrhoea
CID100000942,Nasopharyngitis
CID100000942,Somnolence
CID100000946,Asthenia
CID100000946,Methaemoglobinaemia
CID100000946,Palpitations
CID100000946,Palpitations
CID100000946,Sweating increased
CID100000948,Confusional state
CID100000948,Dizziness
CID100000948,Headache
CID100000948,Convulsion
CID100000948,Vitamin B12 deficiency
CID100000948,Vitamin B12 deficiency
CID100000948,Vomiting
CID100000948,Neuropathy peripheral
CID100000951,Arrhythmia
CID100000951,Dyspnoea
CID100000951,Dyspnoea
CID100000951,Extravasation
CID100000951,Gangrene
CID100000951,Sweating
CID100000951,Blood pressure increased
CID100000951,Hypovolaemia
CID100000961,Infection
CID100000961,Extravasation
CID100000961,Body temperature increased
CID100000961,Body temperature increased
CID100000961,Haemolysis
CID100000961,Fluid overload
CID100001003,Asthenia
CID100001003,Bronchospasm
CID100001003,Dysphagia
CID100001003,Diarrhoea
CID100001003,Fatigue
CID100001003,Nausea
CID100001003,Nephrocalcinosis
CID100001003,Numbness
CID100001003,Osteomalacia
CID100001003,Pain
CID100001003,Pain
CID100001003,Convulsion
CID100001003,Thirst
CID100001003,Urticaria
CID100001003,Paralysis flaccid
CID100001003,Apathy
CID100001003,Flat affect
CID100001003,Abdominal pain
CID100001003,Pharyngeal oedema
CID100001003,Heart rate irregular
CID100001003,Paraesthesia
CID100001003,Local swelling
CID100001003,Gastrointestinal tract irritation
CID100001003,Gastrointestinal tract irritation
CID100001046,Sideroblastic anaemia
CID100001046,Dysuria
CID100001046,Body temperature increased
CID100001046,Gout
CID100001046,Gout
CID100001046,Hepatitis
CID100001046,Hypersensitivity
CID100001046,Splenomegaly
CID100001046,Thrombocytopenia
CID100001046,Liver tenderness
CID100001046,Hyperuricaemia
CID100001046,Blood uric acid increased
CID100001046,Gout acute
CID100001054,Nausea
CID100001054,Paraesthesia
CID100001065,Haemolytic anaemia
CID100001065,Angina pectoris
CID100001065,Ataxia
CID100001065,Dizziness
CID100001065,Oesophagitis
CID100001065,Dermatitis
CID100001065,Heartburn
CID100001065,Nausea
CID100001065,Tension
CID100001065,Loss of consciousness
CID100001065,Syndrome sicca
CID100001065,Sjogren's syndrome
CID100001065,Dizziness
CID100001065,Myalgia
CID100001065,Musculoskeletal discomfort
CID100001065,Thrombocytopenic purpura
CID100001065,Cerebral ischaemia
CID100001065,Aplastic anaemia
CID100001065,Aplastic anaemia
CID100001065,Anorexia
CID100001065,Ataxia
CID100001065,Breast disorder
CID100001065,Bronchospasm
CID100001065,Dermatitis exfoliative
CID100001065,Diarrhoea
CID100001065,Dyspnoea
CID100001065,Oedema
CID100001065,Oesophagitis
CID100001065,Eye disorder
CID100001065,Flushing
CID100001065,Cardiac disorder
CID100001065,Haemorrhage
CID100001065,Haemoglobin
CID100001065,Hepatitis
CID100001065,Immune system disorder
CID100001065,Jaundice
CID100001065,Renal failure acute
CID100001065,Leukopenia
CID100001065,Nervous system disorder
CID100001065,Optic atrophy
CID100001065,Optic neuritis
CID100001065,Palpitations
CID100001065,Thrombotic thrombocytopenic purpura
CID100001065,Shock
CID100001065,Suicide
CID100001065,Urinary tract disorder
CID100001065,Vomiting
CID100001065,Idiopathic thrombocytopenic purpura
CID100001065,Idiopathic thrombocytopenic purpura
CID100001065,Chills
CID100001065,Photophobia
CID100001065,Acute interstitial nephritis
CID100001065,Ventricular extrasystoles
CID100001065,Liver function test abnormal
CID100001065,Photosensitivity reaction
CID100001065,Musculoskeletal discomfort
CID100001065,Electrocardiogram U wave present
CID100001065,Scotoma
CID100001065,Hepatitis granulomatous
CID100001065,Granulomatous liver disease
CID100001065,Mental state abnormal
CID100001065,Visual disturbance
CID100001065,Angina pectoris
CID100001065,Cardiotoxicity
CID100001065,Abdominal pain
CID100001065,Agranulocytosis
CID100001065,Aphasia
CID100001065,Ataxia
CID100001065,Blackwater fever
CID100001065,Chest pain
CID100001065,Dermatitis exfoliative
CID100001065,Diplopia
CID100001065,Rash
CID100001065,Hepatitis
CID100001065,Hypoglycaemia
CID100001065,Neutropenia
CID100001065,Completed suicide
CID100001065,Tachycardia
CID100001065,Tachycardia
CID100001065,Ventricular fibrillation
CID100001065,Ventricular tachycardia
CID100001065,Photophobia
CID100001065,Sudden visual loss
CID100001065,Photosensitivity reaction
CID100001065,Hepatitis granulomatous
CID100001065,Granulomatous liver disease
CID100001065,Cutaneous vasculitis
CID100001065,Dystonia
CID100001065,Lupus-like syndrome
CID100001065,Renal impairment
CID100001071,Hypersensitivity
CID100001084,Vomiting
CID100001084,Bleeding time prolonged
CID100001084,Bleeding time prolonged
CID100001084,Disorientation
CID100001125,Gastrointestinal pain
CID100001125,Dizziness
CID100001125,Rash
CID100001125,Gastrointestinal haemorrhage
CID100001125,Myocardial infarction
CID100001125,Nervous system disorder
CID100001125,Neutropenia
CID100001125,Neutropenia
CID100001125,Upper respiratory tract infection
CID100001125,Oedema peripheral
CID100001125,Pharyngolaryngeal pain
CID100001125,Cardiovascular disorder
CID100001125,Dyspepsia
CID100001125,Gastritis
CID100001125,Nausea
CID100001125,Nervous system disorder
CID100001125,Convulsion
CID100001125,Malnutrition
CID100001125,Oesophageal pain
CID100001130,Angioedema
CID100001130,Cyanosis
CID100001130,Haemoglobin
CID100001130,Tenderness
CID100001130,Induration
CID100001130,Sensation of warmth
CID100001134,Abdominal distension
CID100001134,Arthralgia
CID100001134,Back pain
CID100001134,Back pain
CID100001134,Dizziness
CID100001134,Dysgeusia
CID100001134,Asthenia
CID100001134,Gastritis
CID100001134,Hepatitis B
CID100001134,Influenza
CID100001134,Muscle spasms
CID100001134,Myopathy
CID100001134,Myositis
CID100001134,Myositis
CID100001134,Neuropathy peripheral
CID100001134,Pharyngitis
CID100001134,Muscular weakness
CID100001134,Aspartate aminotransferase increased
CID100001134,Ill-defined disorder
CID100001134,Abdominal pain upper
CID100001134,Frequent bowel movements
CID100001134,Hepatobiliary disease
CID100001134,Non-cardiac chest pain
CID100001134,Amylase increased
CID100001134,Insomnia
CID100001134,Loose stools
CID100001206,Constipation
CID100001206,Tachycardia
CID100001206,Tourette's disorder
CID100001206,Tremor
CID100001206,Urticaria
CID100001206,Insomnia
CID100001301,Abscess
CID100001301,Anaemia
CID100001301,Aplastic anaemia
CID100001301,Angina pectoris
CID100001301,Anxiety
CID100001301,Musculoskeletal discomfort
CID100001301,Asthma
CID100001301,Dermatitis bullous
CID100001301,Bundle branch block
CID100001301,Cholestasis
CID100001301,Cholestasis
CID100001301,Cystitis
CID100001301,Dermatitis exfoliative
CID100001301,Diabetes mellitus
CID100001301,Diverticulitis
CID100001301,Diverticulitis
CID100001301,Oedema
CID100001301,Oedema
CID100001301,Epistaxis
CID100001301,Eructation
CID100001301,Gastrointestinal haemorrhage
CID100001301,Cardiac disorder
CID100001301,Cardiac failure congestive
CID100001301,Haematemesis
CID100001301,Haematuria
CID100001301,Haemorrhage
CID100001301,Herpes simplex
CID100001301,Hyperglycaemia
CID100001301,Hypokalaemia
CID100001301,Immune system disorder
CID100001301,Infertility female
CID100001301,Osteoarthritis
CID100001301,Renal papillary necrosis
CID100001301,Laryngitis
CID100001301,Leukopenia
CID100001301,Systemic lupus erythematosus
CID100001301,Mediastinal disorder
CID100001301,Acute coronary syndrome
CID100001301,Nausea
CID100001301,Nephrotic syndrome
CID100001301,Tension
CID100001301,Oliguria
CID100001301,Palpitations
CID100001301,Polyuria
CID100001301,Pulmonary eosinophilia
CID100001301,Scleritis
CID100001301,Neoplasm skin
CID100001301,Skin ulcer
CID100001301,Dizziness
CID100001301,Thrombophlebitis
CID100001301,Vasodilation
CID100001301,Vomiting
CID100001301,Vomiting
CID100001301,Hepatic failure
CID100001301,Kidney function abnormal
CID100001301,Bone pain
CID100001301,Dry skin
CID100001301,Oesophageal ulcer
CID100001301,Uterine spasm
CID100001301,Malnutrition
CID100001301,Ill-defined disorder
CID100001301,Epigastric pain
CID100001301,Tenderness
CID100001301,Urticaria chronic
CID100001301,Nephritic syndrome
CID100001301,Respiratory distress
CID100001301,Pseudoporphyria
CID100001301,Skin fragility
CID100001301,Hyperuricaemia
CID100001301,Blood and lymphatic system disorders
CID100001301,Insomnia
CID100001301,Insomnia
CID100001546,Amyloidosis
CID100001546,Ataxia
CID100001546,Back pain
CID100001546,Conjunctivitis
CID100001546,Cough
CID100001546,Dizziness
CID100001546,Dyspnoea
CID100001546,Epistaxis
CID100001546,Epistaxis
CID100001546,Fatigue
CID100001546,Localised infection
CID100001546,Localised infection
CID100001546,Mediastinal disorder
CID100001546,Nervous system disorder
CID100001546,Opportunistic infection
CID100001546,Pain in extremity
CID100001546,Polyp
CID100001546,Pruritus
CID100001546,Purpura
CID100001546,Erythema multiforme
CID100001546,Thrombocytopenia
CID100001546,Thrombosis
CID100001546,Tumour lysis syndrome
CID100001546,Ureteric obstruction
CID100001546,Urinary tract infection
CID100001546,Chills
CID100001546,Oedema peripheral
CID100001546,Myocardial ischaemia
CID100001546,Muscular weakness
CID100001546,Breath sounds abnormal
CID100001546,Malnutrition
CID100001546,Paraparesis
CID100001546,Rash erythematous
CID100001546,Peripheral motor neuropathy
CID100001546,Hepatobiliary disease
CID100001546,Quadriparesis
CID100001546,Quadriparesis
CID100001546,Blood bilirubin increased
CID100001546,Altered state of consciousness
CID100001546,Gastrointestinal pain
CID100001546,Febrile neutropenia
CID100001546,Febrile neutropenia
CID100001546,Insomnia
CID100001546,Ileus
CID100001546,Urine output
CID100001546,Renal impairment
CID100001546,Decompensation cardiac
CID100001690,Abdominal pain
CID100001690,Agranulocytosis
CID100001690,Albuminuria
CID100001690,Albuminuria
CID100001690,Arrhythmia
CID100001690,Ascites
CID100001690,Balanitis
CID100001690,Blister
CID100001690,Bone disorder
CID100001690,Bronchitis
CID100001690,Cellulitis
CID100001690,Cellulitis
CID100001690,Infection
CID100001690,Connective tissue disorder
CID100001690,Constipation
CID100001690,Cough
CID100001690,Cystitis
CID100001690,Dysphagia
CID100001690,Dehydration
CID100001690,Delirium
CID100001690,Delirium
CID100001690,Dermatitis
CID100001690,Dermatitis atopic
CID100001690,Diabetes mellitus
CID100001690,Diplopia
CID100001690,Dysgeusia
CID100001690,Dysgeusia
CID100001690,Dyskinesia
CID100001690,Dysuria
CID100001690,Oedema
CID100001690,Effusion
CID100001690,Toxic epidermal necrolysis
CID100001690,Eructation
CID100001690,Erythema multiforme
CID100001690,Oesophagitis
CID100001690,Eye disorder
CID100001690,Faecalith
CID100001690,Folliculitis
CID100001690,Folliculitis
CID100001690,Gastrointestinal disorder
CID100001690,Glycosuria
CID100001690,Haematemesis
CID100001690,Haematuria
CID100001690,Haemoptysis
CID100001690,Hepatomegaly
CID100001690,Hyperglycaemia
CID100001690,Hyperkalaemia
CID100001690,Hypocalcaemia
CID100001690,Hypoglycaemia
CID100001690,Hypotension
CID100001690,Body temperature decreased
CID100001690,Immune status
CID100001690,Inflammation
CID100001690,Influenza
CID100001690,Arthropathy
CID100001690,Acute myeloid leukaemia
CID100001690,Acute leukaemia
CID100001690,Acute leukaemia
CID100001690,Mediastinal disorder
CID100001690,Hypotonia
CID100001690,Nasopharyngitis
CID100001690,Nausea
CID100001690,Necrosis
CID100001690,Neuritis
CID100001690,Neutropenia
CID100001690,Optic neuritis
CID100001690,Otitis media
CID100001690,Penicillin allergy
CID100001690,Abscess periodontal
CID100001690,Pleural effusion
CID100001690,Pleural effusion
CID100001690,Pneumothorax
CID100001690,Proctitis
CID100001690,Pulmonary embolism
CID100001690,Rhinitis
CID100001690,Shock
CID100001690,Skin disorder
CID100001690,Skin ulcer
CID100001690,Ulcerative stomatitis
CID100001690,Dizziness
CID100001690,Embolism
CID100001690,Toxoplasmosis
CID100001690,Urethral disorder
CID100001690,Urticaria
CID100001690,Vasodilation
CID100001690,Venous thrombosis
CID100001690,Vertigo
CID100001690,Viral infection
CID100001690,Chills
CID100001690,Oedema peripheral
CID100001690,Peripheral sensory neuropathy
CID100001690,Blood urea increased
CID100001690,Hypomagnesaemia
CID100001690,Hypomagnesaemia
CID100001690,Liver injury
CID100001690,Bone marrow depression
CID100001690,Mucous membrane disorder
CID100001690,Skin necrosis
CID100001690,Eye pain
CID100001690,Skin discolouration
CID100001690,Polyneuropathy
CID100001690,Malnutrition
CID100001690,Skin hyperpigmentation
CID100001690,Pseudolymphoma
CID100001690,Oral pain
CID100001690,Feeling abnormal
CID100001690,Dyspnoea exertional
CID100001690,Rash erythematous
CID100001690,Neuritis
CID100001690,Scrotal erythema
CID100001690,Ventricular dysfunction
CID100001690,Sepsis
CID100001690,Caecitis
CID100001690,Mucosal inflammation
CID100001690,Phlebosclerosis
CID100001690,Photosensitivity
CID100001690,Rash maculo-papular
CID100001690,QRS voltage decreased
CID100001690,Neuropathy
CID100001690,Coordination abnormal
CID100001690,Paralysis
CID100001690,Face oedema
CID100001690,Gait disturbance
CID100001690,Menopausal symptoms
CID100001690,Ejection fraction decreased
CID100001690,Infestation
CID100001690,Myelosuppression
CID100001690,Serum bilirubin increased
CID100001690,Ocular toxicity
CID100001690,Urine output
CID100001690,Radiation recall reaction (dermatologic)
CID100001690,Metastatic neoplasm
CID100001690,Metastatic neoplasm
CID100001690,Anaemia
CID100001690,Anxiety
CID100001690,Arthralgia
CID100001690,Oral candidiasis
CID100001690,Candida infection
CID100001690,Cardiovascular disorder
CID100001690,Cough
CID100001690,Dermatitis
CID100001690,Drug eruption
CID100001690,Drug eruption
CID100001690,Diarrhoea
CID100001690,Erythema multiforme
CID100001690,Dermatitis
CID100001690,Flushing
CID100001690,Gastritis
CID100001690,Gastritis
CID100001690,Cardiac failure congestive
CID100001690,Herpes simplex
CID100001690,Hypertension
CID100001690,Immunodeficiency
CID100001690,Leukopenia
CID100001690,Mediastinal disorder
CID100001690,Oral neoplasm
CID100001690,Nasopharyngitis
CID100001690,Nausea
CID100001690,Neutropenia
CID100001690,Pain in extremity
CID100001690,Palpitations
CID100001690,Palpitations
CID100001690,Pneumonia
CID100001690,Convulsion
CID100001690,Stomatitis
CID100001690,Sweating
CID100001690,Syncope
CID100001690,Tachycardia
CID100001690,Thrombocytopenia
