drug_id,Percentage,Sideview
CID110113978,0.0,Blood glucose increased
CID110113978,0.33,Glucose increased
CID110113978,0.34,Albumin low
CID110113978,0.21,Albumin low
CID110113978,0.0,Sodium decreased
CID110113978,0.0,Hyponatraemia
CID110113978,0.01,Hyponatraemia
CID110113978,0.03,Hyponatraemia
CID110113978,0.0,Phosphorus low
CID110113978,0.0,Exfoliative rash
CID110113978,0.03,Glucose decreased
CID110163178,0.0,Alopecia
CID110163178,0.0,Cheilitis
CID110163178,0.0,Cheilitis
CID110163178,0.11,Conjunctivitis
CID110163178,0.1,Epistaxis
CID110163178,0.012,Rash
CID110163178,0.143,Dermatitis
CID110163178,0.143,Rash
CID110163178,0.0,Fatigue
CID110163178,0.02,Asthenia
CID110163178,0.02,Fatigue
CID110163178,0.14,Paronychia
CID110163178,0.1,Paronychia
CID110163178,0.01,Renal failure
CID110163178,0.01,Muscle spasms
CID110163178,0.04,Vomiting
CID110163178,0.17,Weight decreased
CID110163178,0.01,Weight decreased
CID110163178,0.08,Aspartate aminotransferase increased
CID110163178,0.29,Decreased appetite
CID110163178,0.1,Decreased appetite
CID110163178,0.03,Dermatitis acneiform
CID110163178,0.0043,Sepsis
CID110163178,0.0,Insomnia
CID110163178,0.15,Insomnia
CID110182969,0.0301491,Anaemia
CID110182969,0.01,Anaemia
CID110182969,0.0108959,Epistaxis
CID110182969,0.001,Gastrointestinal haemorrhage
CID110182969,0.0,Gingival bleeding
CID110182969,0.00363196,Gingival bleeding
CID110182969,0.001,Haematemesis
CID110182969,0.001,Haematemesis
CID110182969,0.0113099,Haematoma
CID110182969,0.001,Subdural haematoma
CID110182969,0.001,Haematuria
CID110182969,0.0113099,Haemorrhage
CID110182969,0.001,Traumatic haemorrhage
CID110182969,0.00641458,Gamma-glutamyltransferase increased
CID110182969,0.00793383,Aspartate aminotransferase increased
CID110182969,0.00844024,Alanine aminotransferase increased
CID110182969,0.0120257,Alanine aminotransferase increased
CID110182969,0.0137195,Urethral haemorrhage
CID110182969,0.01,Urethral haemorrhage
CID110182969,0.0101626,Wound haemorrhage
CID110182969,0.01,Rectal haemorrhage
CID110182969,0.0120257,Alanine aminotransferase abnormal
CID110182969,0.001,Alanine aminotransferase abnormal
CID110182969,0.001,Occult blood positive
CID110182969,0.001,Incision site haemorrhage
CID110182969,0.001,Incision site haemorrhage
CID110182969,0.0101626,Catheter site haemorrhage
CID110182969,0.001,Procedural hypotension
CID110182969,0.0101626,Vessel puncture site haematoma
CID110324367,0.0,Agranulocytosis
CID110324367,0.27,Alopecia
CID110324367,0.1,Alopecia
CID110324367,0.001,Appetite disorder
CID110324367,0.001,Appetite disorder
CID110324367,0.001,Arrhythmia
CID110324367,0.001,Arrhythmia
CID110324367,0.1,Musculoskeletal discomfort
CID110324367,0.001,Arthritis
CID110324367,0.16,Asthenia
CID110324367,0.1,Asthenia
CID110324367,0.0,Atrial fibrillation
CID110324367,0.0,Bipolar disorder
CID110324367,0.01,Bronchitis
CID110324367,0.001,Candida infection
CID110324367,0.01,Neck pain
CID110324367,0.01,Chest pain
CID110324367,0.01,Chest pain
CID110324367,0.0,Cholecystitis
CID110324367,0.001,Confusional state
CID110324367,0.001,Conjunctival haemorrhage
CID110324367,0.001,Conjunctival haemorrhage
CID110324367,0.1,Cough
CID110324367,0.0,Drug eruption
CID110324367,0.15,Diarrhoea
CID110324367,0.1,Dizziness
CID110324367,0.1,Dizziness
CID110324367,0.11,Dysgeusia
CID110324367,0.1,Dysgeusia
CID110324367,0.01,Dyspepsia
CID110324367,0.0,Eosinophilia
CID110324367,0.01,Epistaxis
CID110324367,0.19,Rash
CID110324367,0.1,Rash
CID110324367,0.1,Fatigue
CID110324367,0.21,Body temperature increased
CID110324367,0.01,Flatulence
CID110324367,0.001,Flushing
CID110324367,0.001,Gastroenteritis
CID110324367,0.001,Cardiac murmur
CID110324367,0.01,Hypertension
CID110324367,0.001,Hyperthyroidism
CID110324367,0.01,Hypoaesthesia
CID110324367,0.01,Hypoaesthesia
CID110324367,0.01,Hypothyroidism
CID110324367,0.13,Irritability
CID110324367,0.1,Irritability
CID110324367,0.001,Eye pruritus
CID110324367,0.001,Lethargy
CID110324367,0.001,Lymphopenia
CID110324367,0.001,Menorrhagia
CID110324367,0.001,Nasopharyngitis
CID110324367,0.01,Night sweats
CID110324367,0.0,Pneumonia
CID110324367,0.1,Pruritus
CID110324367,0.0,Suicide attempt
CID110324367,0.01,Thrombocytopenia
CID110324367,0.001,Onychomycosis
CID110324367,0.01,Erythema
CID110324367,0.01,Pollakiuria
CID110324367,0.001,Urinary tract infection
CID110324367,0.1,Dry mouth
CID110324367,0.0,Encephalopathy
CID110324367,0.29,Chills
CID110324367,0.001,Apathy
CID110324367,0.001,Flat affect
CID110324367,0.01,Oedema peripheral
CID110324367,0.01,Migraine
CID110324367,0.09,Dry skin
CID110324367,0.01,Sinus congestion
CID110324367,0.001,Joint swelling
CID110324367,0.001,Retinal ischaemia
CID110324367,0.01,Ill-defined disorder
CID110324367,0.05,Dyspnoea exertional
CID110324367,0.001,Tongue ulceration
CID110324367,0.01,Chest discomfort
CID110324367,0.001,Lymphadenopathy
CID110324367,0.25,Influenza like illness
CID110324367,0.01,Blood uric acid increased
CID110324367,0.01,Sleep disorder
CID110324367,0.24,Insomnia
CID110324367,0.1,Insomnia
CID110324367,0.001,Mental disability
CID110324367,0.001,Increased upper airway secretion
CID110324367,0.001,Hearing impaired
CID110324367,0.01,Oropharyngeal pain
CID110324367,0.01,Visual impairment
CID110465263,0.0351562,Anxiety
CID110465263,0.058216,Constipation
CID110465263,0.058216,Constipation
CID110465263,0.0234375,Depression
CID110465263,0.0647887,Diarrhoea
CID110465263,0.0209703,Dermatitis
CID110465263,0.0182104,Rash
CID110465263,0.0716745,Fatigue
CID110465263,0.0357928,Fatigue
CID110465263,0.03125,Gastroenteritis
CID110465263,0.144531,Headache
CID110465263,0.100785,Headache
CID110465263,0.0198675,Cardiac valve disease
CID110465263,0.119623,Nasopharyngitis
CID110465263,0.137402,Upper respiratory tract infection
CID110465263,0.122763,Upper respiratory tract infection
CID110465263,0.0898438,Urinary tract infection
CID110465263,0.0898438,Urinary tract infection
CID110465263,0.0528951,Dry mouth
CID110465263,0.00396825,Decreased appetite
CID110465263,0.0273438,Worsening of diabetes
CID110482134,0.0681818,Gastrointestinal pain
CID110482134,0.0666667,Diarrhoea
CID110482134,0.0222222,Flatulence
CID110482134,0.0222222,Flatulence
CID110482134,0.136364,Headache
CID110482134,0.0681818,Vomiting
CID111163584,0.0,Rash
CID111163584,0.053611,Headache
CID111163584,0.0,Erythema multiforme
CID111163584,0.0418502,Upper respiratory tract infection
CID111163584,0.0500665,Upper respiratory tract infection
CID111163584,0.0,Urticaria
CID111167602,0.05,Infection
CID111167602,0.22,Hyponatraemia
CID111167602,0.57,Hypophosphataemia
CID111167602,0.26,Amylase increased
CID111167602,0.65,Aspartate aminotransferase increased
CID111167602,0.46,Aspartate aminotransferase increased
CID111167602,0.14,Lipase increased
CID111167602,0.31,Infestation
CID111167602,0.17,Infestation NOS
CID111167602,0.14,Musculoskeletal stiffness
CID111167602,0.39,Dysphonia
CID111228026,0.0110063,Toothache
CID111228026,0.0078125,Toothache
CID111228026,0.0046875,Vomiting
CID111234049,0.05,Diarrhoea
CID111235728,0.0,Pancreatitis acute
CID111235728,0.0,Angioedema
CID111235728,0.0518293,Headache
CID111235728,0.0,Hypersensitivity
CID111235728,0.0680272,Urinary tract infection
CID111235728,0.0613267,Urinary tract infection
CID111235728,0.0613267,Urinary tract infection
CID111238823,0.001,Connective tissue disorder
CID111238823,0.01,Nervous system disorder
CID111254352,0.06,Gastrointestinal pain
CID111254352,0.07,Asthenia
CID111254352,0.08,Infection
CID111254352,0.13,Dizziness
CID111254352,0.005,Hypersensitivity
CID111254352,0.005,Hypersensitivity
CID111254352,0.23,Hypertension
CID111254352,0.35,Hypotension
CID111254352,0.25,Muscle spasms
CID111254352,0.007,Pain
CID111254352,0.007,Pain
CID111254352,0.1,Pain
CID111254352,0.06,Paraesthesia
CID111254352,0.06,Syncope
CID111254352,0.17,Tachycardia
CID111254352,0.05,Tachycardia
CID111254352,0.11,Vomiting
CID111254352,0.33,Injection site reaction
CID111304743,0.02,Anaemia
CID111304743,0.01,Constipation
CID111304743,0.05,Gastrooesophageal reflux disease
CID111304743,0.18,Headache
CID111304743,0.04,Hypotension
CID111304743,0.11,Nausea
CID111499245,0.0,Application site rash
CID111499245,0.00253165,Application site exfoliation
CID111505907,0.001,Amnesia
CID111505907,0.01,Constipation
CID111505907,0.01,Dizziness
CID111505907,0.01,Eosinophilia
CID111505907,0.1,Hallucination
CID111505907,0.0,Hypersensitivity
CID111505907,0.01,Hypotension
CID111505907,0.1,Lethargy
CID111505907,0.0,Neuroleptic malignant syndrome
CID111505907,0.001,Photosensitivity reaction
CID111505907,0.1,Gait disturbance
CID111505907,0.0,Embolism venous
CID111519069,0.03,Cough
CID111519069,0.0,Toothache
CID111519069,0.01,Myalgia
CID111519069,0.01,Abdominal pain upper
CID111531537,0.0849057,Asthenia
CID111531537,0.0566038,Back pain
CID111531537,0.0,Constipation
CID111531537,0.0471698,Constipation
CID111531537,0.0,Dizziness
CID111531537,0.0660377,Dyspepsia
CID111531537,0.141509,Asthenia
CID111531537,0.0188679,Headache
CID111531537,0.132075,Headache
CID111531537,0.132075,Headache
CID111531537,0.1,Migraine
CID111531537,0.05,Oropharyngeal pain
CID111556711,0.013308,Anaemia
CID111556711,0.211027,Anaemia
CID111556711,0.467681,Anaemia
CID111556711,0.0,Musculoskeletal discomfort
CID111556711,0.013308,Arthralgia
CID111556711,0.013308,Musculoskeletal discomfort
CID111556711,0.209125,Constipation
CID111556711,0.00760456,Diarrhoea
CID111556711,0.00190114,Dyspnoea
CID111556711,0.0475285,Dyspnoea
CID111556711,0.00380228,Asthenia
CID111556711,0.555133,Fatigue
CID111556711,0.0722433,Fatigue
CID111556711,0.117871,Hyperglycaemia
CID111556711,0.0304183,Hyperglycaemia
CID111556711,0.00570342,Hypoaesthesia
CID111556711,0.159696,Lymphopenia
CID111556711,0.0,Nausea
CID111556711,0.013308,Nausea
CID111556711,0.095057,Neutropenia
CID111556711,0.013308,Pain in extremity
CID111556711,0.127376,Pneumonia
CID111556711,0.00380228,Muscle spasms
CID111556711,0.159696,Chills
CID111556711,0.0285171,Aspartate aminotransferase increased
CID111556711,0.00190114,Blood creatinine increased
CID111556711,0.24,Blood creatinine increased
CID111556711,0.178707,Insomnia
CID111593706,0.0,Abdominal pain
CID111593706,0.0,Faecaloma
CID111593706,0.08,Flatulence
CID111597571,0.6,Diarrhoea
CID111597571,0.0,Dysgeusia
CID111597571,0.08,Dyspepsia
CID111597571,0.08,Dyspepsia
CID111597571,0.023,Dyspnoea
CID111597571,0.0,Oedema
CID111597571,0.0,Dermatitis
CID111597571,0.0872093,Rash
CID111597571,0.0872093,Rash
CID111597571,0.26,Asthenia
CID111597571,0.01,Hypokalaemia
CID111597571,0.51,Lymphopenia
CID111597571,0.00581395,Mediastinal disorder
CID111597571,0.0406977,Mediastinal disorder
CID111597571,0.02,Neutropenia
CID111597571,0.02,Neutropenia
CID111597571,0.023,Neutropenia
CID111597571,0.28,Neutropenia
CID111597571,0.012,Pulmonary embolism
CID111597571,0.0,Syncope
CID111597571,0.03,Shock
CID111597571,0.46,Vomiting
CID111597571,0.0,Weight decreased
CID111597571,0.05,Hypophosphataemia
CID111597571,0.06,Hypophosphataemia
CID111597571,0.01,Gastrointestinal perforation
CID111597571,0.0872093,Unspecified disorder of skin and subcutaneous tissue
CID111597571,0.27,Decreased appetite
CID111597571,0.273256,Decreased appetite
CID111597571,0.273256,Decreased appetite
CID111597571,0.05,Bradycardia
CID111597571,0.0406977,Renal cyst
CID111597697,0.0,Aggression
CID111597697,0.0,Angioedema
CID111597697,0.05,Decreased appetite
CID111597697,0.06,Anxiety
CID111597697,0.0,Anxiety
CID111597697,0.13,Mental disorder
CID111597697,0.13,Mental disorder
CID111597697,0.0,Mental disorder
CID111597697,0.07,Diarrhoea
CID111597697,0.0,Dizziness
CID111597697,0.03,Rash
CID111597697,0.03,Rash
CID111597697,0.12,Gastrointestinal disorder
CID111597697,0.0,Hallucination
CID111597697,0.0,Headache
CID111597697,0.0,Hyperhidrosis
CID111597697,0.0,Immune system disorder
CID111597697,0.0,Nausea
CID111597697,0.03,Nausea
CID111597697,0.0,Palpitations
CID111597697,0.0,Urticaria
CID111597697,0.0,Weight decreased
CID111597697,0.05,Dry mouth
CID111597697,0.05,Dry mouth
CID111597697,0.0,Agitation
CID111597697,0.27,Malnutrition
CID111597697,0.0,Skin disorder
CID111597697,0.0,Gastrointestinal disorder
CID111597697,0.03,Affect lability
CID111597697,0.0,Dysphoria
CID111597697,0.03,Blood pressure increased
CID111597697,0.23,Insomnia
CID111597697,0.27,Insomnia
CID111597697,0.03,Insomnia
CID111707110,0.02,Abdominal pain
CID111707110,0.24,Gastrointestinal pain
CID111707110,0.0,Back pain
CID111707110,0.22,Constipation
CID111707110,0.06,Dehydration
CID111707110,0.26,Diarrhoea
CID111707110,0.28,Diarrhoea
CID111707110,0.09,Dizziness
CID111707110,0.1,Dermatitis
CID111707110,0.1,Rash
CID111707110,0.45,Rash
CID111707110,0.45,Dermatitis
CID111707110,0.53,Rash
CID111707110,0.08,Rash
CID111707110,0.53,Asthenia
CID111707110,0.0,Headache
CID111707110,0.28,Headache
CID111707110,0.0,Haemorrhage
CID111707110,0.11,Haemoglobin
CID111707110,0.13,Haemoglobin
CID111707110,0.16,Haemorrhage
CID111707110,0.04,Hyperbilirubinaemia
CID111707110,0.0,Hypercalcaemia
CID111707110,0.15,Hypercalcaemia
CID111707110,0.19,Hypercalcaemia
CID111707110,0.22,Hyperkalaemia
CID111707110,0.22,Hyperkalaemia
CID111707110,0.29,Hypokalaemia
CID111707110,0.11,Hyponatraemia
CID111707110,0.15,Hyponatraemia
CID111707110,0.55,Hyponatraemia
CID111707110,0.0,Seborrhoeic keratosis
CID111707110,0.15,Actinic keratosis
CID111707110,0.09,Actinic keratosis
CID111707110,0.04,Leukopenia
CID111707110,0.01,Lymphoedema
CID111707110,0.59,Lymphopenia
CID111707110,0.0,Nausea
CID111707110,0.09,Neutropenia
CID111707110,0.0,Night sweats
CID111707110,0.06,Night sweats
CID111707110,0.1,Paronychia
CID111707110,0.0,Pruritus
CID111707110,0.01,Pruritus
CID111707110,0.0,Renal failure
CID111707110,0.0,Muscle spasms
CID111707110,0.04,Muscle spasms
CID111707110,0.13,Urinary tract infection
CID111707110,0.06,Urinary tract infection
CID111707110,0.0,Vomiting
CID111707110,0.0,Vomiting
CID111707110,0.43,Vomiting
CID111707110,0.17,Oedema peripheral
CID111707110,0.28,Oedema peripheral
CID111707110,0.31,Oedema peripheral
CID111707110,0.0,Hypophosphataemia
CID111707110,0.0,Creatinine increased
CID111707110,0.02,Gamma-glutamyltransferase increased
CID111707110,0.02,Gamma-glutamyltransferase increased
CID111707110,0.56,Gamma-glutamyltransferase increased
CID111707110,0.18,Blood alkaline phosphatase increased
CID111707110,0.02,Blood alkaline phosphatase increased
CID111707110,0.24,Phosphatase alkaline increased
CID111707110,0.26,Blood alkaline phosphatase increased
CID111707110,0.03,Phosphatase alkaline increased
CID111707110,0.03,Blood alkaline phosphatase increased
CID111707110,0.6,Aspartate aminotransferase increased
CID111707110,0.0,Alanine aminotransferase increased
CID111707110,0.2,Alanine aminotransferase increased
CID111707110,0.39,Alanine aminotransferase increased
CID111707110,0.06,Dry skin
CID111707110,0.06,Dry skin
CID111707110,0.0,Decreased appetite
CID111707110,0.0,Dermatitis acneiform
CID111707110,0.11,Dermatitis acneiform
CID111707110,0.53,Hypoalbuminaemia
CID111707110,0.11,Insomnia
CID111707110,0.07,Oropharyngeal pain
CID111722286,0.0328228,Erythema
CID111949646,0.011,Nausea
CID111949646,0.011,Nausea
CID111949646,0.023,Nausea
CID111949646,0.014,Nausea
CID111949646,0.014,Nausea
CID111949646,0.08,Retinal disorder
CID111949646,0.031,Upper respiratory tract infection
CID111949646,0.04,Upper respiratory tract infection
CID111949646,0.076,Urinary tract infection
CID111949646,0.076,Urinary tract infection
CID111949646,0.034,Dyslipidaemia
CID111949646,0.16,Neuropathy
CID111949646,0.031,Genital infection fungal
CID111949646,0.004,Genital infection fungal
CID113559279,0.06,Asthenia
CID113559279,0.15,Abdominal pain upper
CID115951529,0.025,Musculoskeletal discomfort
CID115951529,0.243,Back pain
CID115951529,0.011,Diarrhoea
CID115951529,0.005,Dizziness
CID115951529,0.095,Dizziness
CID115951529,0.013,Epistaxis
CID115951529,0.055,Headache
CID115951529,0.018,Haematuria
CID115951529,0.021,Hypertension
CID115951529,0.064,Hypertension
CID115951529,0.013,Hypertension
CID115951529,0.028,Hypertension
CID115951529,0.0,Paraesthesia
CID115951529,0.0,Pruritus
CID115951529,0.025,Pollakiuria
CID115951529,0.01,Oedema peripheral
CID115951529,0.035,Dry skin
CID115951529,0.0,Hot flush
CID115951529,0.0,Hot flush
CID115951529,0.203,Hot flush
CID115951529,0.013,Lung infection
CID115951529,0.005,Insomnia
CID115951529,0.003,Musculoskeletal stiffness
CID116004692,0.13,Anaemia
CID116004692,0.03,Anaemia
CID116004692,0.136,Headache
CID116004692,0.02,Influenza
CID116004692,0.14,Nasopharyngitis
CID116004692,0.1,Nervous system disorder
CID116004692,0.13,Pharyngitis
CID116004692,0.06,Urinary tract infection
CID116004692,0.1,Blood and lymphatic system disorders
CID116065945,0.279129,Dermatitis
CID116065945,0.25,Asthenia
CID116065945,0.17,Nausea
CID116065945,0.221511,Nausea
CID116065945,0.01,Hepatobiliary disease
CID116126651,0.0,Arthralgia
CID116126651,0.01,Arthralgia
CID116126651,0.09,Constipation
CID116126651,0.03,Contusion
CID116126651,0.48,Diarrhoea
CID116126651,0.0,Rash
CID116126651,0.0,Dermatitis
CID116126651,0.13,Rash
CID116126651,0.13,Dermatitis
CID116126651,0.03,Rash
CID116126651,0.28,Fatigue
CID116126651,0.3,Fatigue
CID116126651,0.01,Headache
CID116126651,0.26,Nausea
CID116126651,0.26,Neutropenia
CID116126651,0.27,Neutropenia
CID116126651,0.14,Petechiae
CID116126651,0.1,Pneumonia
CID116126651,0.0,Sinusitis
CID116126651,0.17,Stomatitis
CID116126651,0.11,Upper respiratory tract infection
CID116126651,0.05,Urinary tract infection
CID116126651,0.0,Haemoglobin decreased
CID116126651,0.21,Haemoglobin decreased
CID116126651,0.05,Platelet count decreased
CID116129616,0.0,Abdominal pain
CID116129616,0.0,Alopecia
CID116129616,0.0,Anaphylactic shock
CID116129616,0.04,Arthralgia
CID116129616,0.053,Arthralgia
CID116129616,0.0,Arthralgia
CID116129616,0.053,Musculoskeletal discomfort
CID116129616,0.023,Back pain
CID116129616,0.023,Back pain
CID116129616,0.0,Cough
CID116129616,0.04,Epistaxis
CID116129616,0.04,Epistaxis
CID116129616,0.046,Epistaxis
CID116129616,0.05,Epistaxis
CID116129616,0.0,Fatigue
CID116129616,0.01,Flushing
CID116129616,0.046,Headache
CID116129616,0.01,Headache
CID116129616,0.0,Hypocalcaemia
CID116129616,0.0,Musculoskeletal pain
CID116129616,0.01,Nausea
CID116129616,0.001,Pain
CID116129616,0.001,Paraesthesia
CID116129616,0.001,Muscle spasms
CID116129616,0.0,Tinnitus
CID116129616,0.001,Chills
CID116129616,0.0,Injection site reaction
CID116129616,0.001,Injection site reaction
CID116129616,0.001,Influenza-like symptoms
CID116129616,0.0,Rash maculo-papular
CID116129616,0.0,Rash generalised
CID116129616,0.0,Rash generalised
CID116129616,0.0,Visual impairment
CID116129616,0.0,Hyperhidrosis
CID116129616,0.0,Deafness
CID116129629,0.058,Abdominal pain
CID116129629,0.125,Anaemia
CID116129629,0.155,Anaemia
CID116129629,0.0,Angioedema
CID116129629,0.0,Anxiety
CID116129629,0.017,Arthralgia
CID116129629,0.112,Arthralgia
CID116129629,0.022,Arthralgia
CID116129629,0.052,Asthenia
CID116129629,0.0,Bacteraemia
CID116129629,0.292,Mental disorder
CID116129629,0.067,Chest pain
CID116129629,0.483,Infection
CID116129629,0.0,Infection
CID116129629,0.362,Connective tissue disorder
CID116129629,0.0,Constipation
CID116129629,0.0,Drug eruption
CID116129629,0.181,Diarrhoea
CID116129629,0.06,Dizziness
CID116129629,0.0,Dysgeusia
CID116129629,0.0,Dyspepsia
CID116129629,0.042,Dyspepsia
CID116129629,0.021,Dyspnoea
CID116129629,0.0,Dyspnoea
CID116129629,0.043,Oedema
CID116129629,0.067,Oedema
CID116129629,0.0,Eosinophilia
CID116129629,0.0,Body temperature increased
CID116129629,0.5,Gastrointestinal disorder
CID116129629,0.0,Glossitis
CID116129629,0.117,Cardiac disorder
CID116129629,0.0,Hyperglycaemia
CID116129629,0.05,Hyperkalaemia
CID116129629,0.086,Hyperkalaemia
CID116129629,0.058,Hypertension
CID116129629,0.129,Hypokalaemia
CID116129629,0.0,Hypotension
CID116129629,0.014,Hypotension
CID116129629,0.05,Hypotension
CID116129629,0.0,Immune system disorder
CID116129629,0.0,Musculoskeletal disorder
CID116129629,0.026,Fungal infection
CID116129629,0.032,Fungal infection
CID116129629,0.022,Nausea
CID116129629,0.034,Nausea
CID116129629,0.052,Nausea
CID116129629,0.058,Nausea
CID116129629,0.267,Nervous system disorder
CID116129629,0.267,Nervous system disorder
CID116129629,0.0,Pain in extremity
CID116129629,0.0,Paraesthesia
CID116129629,0.0,Neuropathy peripheral
CID116129629,0.069,Pleural effusion
CID116129629,0.078,Pneumonia
CID116129629,0.038,Pruritus
CID116129629,0.058,Pruritus
CID116129629,0.0,Pruritus
CID116129629,0.027,Renal failure
CID116129629,0.0,Dizziness
CID116129629,0.0,Syncope
CID116129629,0.067,Urinary tract infection
CID116129629,0.095,Urinary tract infection
CID116129629,0.0,Urinary tract infection
CID116129629,0.224,Urinary tract disorder
CID116129629,0.175,Angiopathy
CID116129629,0.0,Vomiting
CID116129629,0.017,Vomiting
CID116129629,0.038,Vomiting
CID116129629,0.0,Vomiting
CID116129629,0.138,Oedema peripheral
CID116129629,0.018,Creatine phosphokinase increased
CID116129629,0.018,Blood creatine phosphokinase increased
CID116129629,0.077,Injection site reaction
CID116129629,0.0,Prothrombin level increased
CID116129629,0.0,Dermatitis bullous
CID116129629,0.0,Myalgia
CID116129629,0.0258621,Sepsis
CID116129629,0.026,Sepsis
CID116129629,0.05,Sepsis
CID116129629,0.0,Monoparesis
CID116129629,0.0,Infestation
CID116129629,0.025,Injection site erythema
CID116129629,0.017,International normalised ratio increased
CID116129629,0.083,Pharyngolaryngeal pain
CID116129629,0.083,Laryngeal pain
CID116129629,0.025,Blood phosphorus increased
CID116129629,0.025,Blood phosphorus increased
CID116129629,0.0,Renal impairment
CID116129629,0.017,Renal failure
CID116129629,0.042,Loose stools
CID116129629,0.0,Infusion site reactions
CID116129629,0.0344828,Abdominal pain
CID116129629,0.0344828,Gastrointestinal pain
CID116129629,0.001,Arthralgia
CID116129629,0.01,Asthenia
CID116129629,0.0862069,Back pain
CID116129629,0.0,Candida infection
CID116129629,0.017,Vaginal moniliasis
CID116129629,0.0603448,Chest pain
CID116129629,0.0603448,Chest pain
CID116129629,0.362069,Connective tissue disorder
CID116129629,0.12069,Constipation
CID116129629,0.181034,Diarrhoea
CID116129629,0.009,Dyspepsia
CID116129629,0.0416667,Dyspepsia
CID116129629,0.0689655,Dyspepsia
CID116129629,0.001,Dyspepsia
CID116129629,0.001,Dyspepsia
CID116129629,0.0431034,Oedema
CID116129629,0.0666667,Oedema
CID116129629,0.017,Eosinophilia
CID116129629,0.043,Rash
CID116129629,0.0666667,Dermatitis
CID116129629,0.01,Rash
CID116129629,0.001,Fatigue
CID116129629,0.5,Gastrointestinal disorder
CID116129629,0.001,Gastrointestinal disorder
CID116129629,0.0517241,Gastrointestinal haemorrhage
CID116129629,0.103448,Headache
CID116129629,0.001,Cardiac disorder
CID116129629,0.0,Hypersensitivity
CID116129629,0.011,Hypertension
CID116129629,0.0916667,Hypokalaemia
CID116129629,0.0775862,Hypotension
CID116129629,0.01,Hypotension
CID116129629,0.0,Immune system disorder
CID116129629,0.0333333,Renal failure acute
CID116129629,0.0603448,Renal failure acute
CID116129629,0.37069,Mediastinal disorder
CID116129629,0.026,Fungal infection
CID116129629,0.058,Nausea
CID116129629,0.0517241,Pruritus
CID116129629,0.0,Pruritus
CID116129629,0.0,Pulmonary eosinophilia
CID116129629,0.022,Renal failure
CID116129629,0.0,Erythema
CID116129629,0.15,Urinary tract disorder
CID116129629,0.224138,Urinary tract disorder
CID116129629,0.001,Urticaria
CID116129629,0.172414,Angiopathy
CID116129629,0.175,Angiopathy
CID116129629,0.116667,Vomiting
CID116129629,0.032,Vomiting
CID116129629,0.0,Dry mouth
CID116129629,0.137931,Oedema peripheral
CID116129629,0.018,Creatine phosphokinase increased
CID116129629,0.016,Liver function test abnormal
CID116129629,0.001,Muscular weakness
CID116129629,0.0,Miliaria rubra
CID116129629,0.0,Miliaria
CID116129629,0.3,Skin disorder
CID116129629,0.0,Myalgia
CID116129629,0.001,Decreased appetite
CID116129629,0.0258621,Sepsis
CID116129629,0.0,Lymphadenopathy
CID116129629,0.0,Thrombocytosis
CID116129629,0.001,Ear and labyrinth disorders
CID116129629,0.0833333,Pharyngolaryngeal pain
CID116129629,0.0833333,Laryngeal pain
CID116129629,0.0916667,Insomnia
CID116129629,0.0,Epigastric discomfort
CID116129629,0.001,Renal failure
CID116129629,0.001,Renal impairment
CID116129632,0.0233978,Abscess
CID116129632,0.0266393,Dizziness
CID116129632,0.0671414,Headache
CID116129632,0.104781,Nausea
CID116129632,0.0993852,Nausea
CID116129632,0.0461066,Vomiting
CID116129632,0.0184426,Aspartate aminotransferase increased
CID116129665,0.03,Gastrointestinal pain
CID116129665,0.01,Hypotension
CID116129665,0.00203874,Hypoaesthesia
CID116129665,0.00101937,Pallor
CID116129665,0.00101937,Vomiting
CID116129672,0.0425993,Musculoskeletal discomfort
CID116129672,0.013,Asthma
CID116129672,0.0304991,Back pain
CID116129672,0.025,Bronchitis
CID116129672,0.04,Bronchitis
CID116129672,0.031769,Diarrhoea
CID116129672,0.014,Diarrhoea
CID116129672,0.014,Dyspnoea
CID116129672,0.044,Dyspnoea
CID116129672,0.006,Fatigue
CID116129672,0.004675,Headache
CID116129672,0.031,Headache
CID116129672,0.053,Hypertension
CID116129672,0.0425139,Hypoglycaemia
CID116129672,0.067,Hypoglycaemia
CID116129672,0.017,Hypoglycaemia
CID116129672,0.002322,Hypoglycaemic coma
CID116129672,0.04,Influenza
CID116129672,0.0443623,Influenza
CID116129672,0.011,Laryngitis
CID116129672,0.129,Nasopharyngitis
CID116129672,0.0015,Obstruction
CID116129672,0.145,Rhinitis
CID116129672,0.103,Sinusitis
CID116129672,0.103,Sinusitis
CID116129672,0.003371,Upper respiratory tract infection
CID116129672,0.105,Upper respiratory tract infection
CID116129672,0.108,Upper respiratory tract infection
CID116129672,0.01,Urinary tract infection
CID116129672,0.01,Productive cough
CID116129672,0.055,Oropharyngeal discomfort
CID116129672,0.009,Oropharyngeal discomfort
CID116129672,0.047,Hypoglycaemic seizure
CID116129682,0.101,Musculoskeletal discomfort
CID116129682,0.087,Asthenia
CID116129682,0.027,Neck pain
CID116129682,0.0,Chest pain
CID116129682,0.01,Contusion
CID116129682,0.052,Dyspepsia
CID116129682,0.036,Dyspnoea
CID116129682,0.049,Dermatitis
CID116129682,0.049,Rash
CID116129682,0.01,Asthenia
CID116129682,0.075,Headache
CID116129682,0.0,Hypercalcaemia
CID116129682,0.001,Hypercalcaemia
CID116129682,0.068,Hypertension
CID116129682,0.085,Nausea
CID116129682,0.048,Pharyngitis
