drug_id,Percentage,Sideview
CID100004666,0.06,Infection
CID100004666,0.001,Infection
CID100004666,0.1,Infection
CID100004666,0.00746269,Connective tissue disorder
CID100004666,0.18,Constipation
CID100004666,0.001,Dehydration
CID100004666,0.0,Dermatitis exfoliative
CID100004666,0.27,Diarrhoea
CID100004666,0.38,Diarrhoea
CID100004666,0.05,Diarrhoea
CID100004666,0.0,Dizziness
CID100004666,0.01,Dysgeusia
CID100004666,0.09,Dyspnoea
CID100004666,0.01,Dyspnoea
CID100004666,0.0,Dyspnoea
CID100004666,0.0,Dyspnoea
CID100004666,0.0,Toxic epidermal necrolysis
CID100004666,0.0,Erythema multiforme
CID100004666,0.0,Oesophagitis
CID100004666,0.12,Rash
CID100004666,0.14,Rash
CID100004666,0.09,Rash
CID100004666,0.0,Extravasation
CID100004666,0.08,Asthenia
CID100004666,0.14,Body temperature increased
CID100004666,0.03,Body temperature increased
CID100004666,0.1,Body temperature increased
CID100004666,0.28,Flushing
CID100004666,0.1,Flushing
CID100004666,0.0348259,Gastrointestinal disorder
CID100004666,0.0,Headache
CID100004666,0.01,Cardiac failure congestive
CID100004666,0.0,Cardiac failure congestive
CID100004666,0.0,Cardiac failure congestive
CID100004666,0.01,Hypersensitivity
CID100004666,0.01,Hypersensitivity
CID100004666,0.14,Hypersensitivity
CID100004666,0.04,Hypersensitivity
CID100004666,0.0,Hypersensitivity
CID100004666,0.01,Hypoaesthesia
CID100004666,0.03,Hypotension
CID100004666,0.0,Hypotension
CID100004666,0.0,Orthostatic hypotension
CID100004666,0.01,Intestinal perforation
CID100004666,0.01,Keratoconjunctivitis sicca
CID100004666,0.001,Acute leukaemia
CID100004666,0.72,Leukopenia
CID100004666,0.01,Cystoid macular oedema
CID100004666,0.0,Mediastinal disorder
CID100004666,0.01,Melaena
CID100004666,0.01,Melaena
CID100004666,0.01,Myocardial infarction
CID100004666,0.0,Myocardial infarction
CID100004666,0.13,Nausea
CID100004666,0.01,Tension
CID100004666,0.1,Neutropenia
CID100004666,0.16,Neutropenia
CID100004666,0.48,Neutropenia
CID100004666,0.95,Neutropenia
CID100004666,0.1,Neutropenia
CID100004666,0.08,Neuropathy peripheral
CID100004666,0.1,Pharyngitis
CID100004666,0.0,Pleural effusion
CID100004666,0.001,Pneumonia
CID100004666,0.0,Pulmonary fibrosis
CID100004666,0.0,Pulmonary fibrosis
CID100004666,0.1,Rhinitis
CID100004666,0.0,Scotoma
CID100004666,0.0,Shock
CID100004666,0.0,Erythema multiforme
CID100004666,0.01,Syncope
CID100004666,0.0,Tachycardia
CID100004666,0.0,Supraventricular tachycardia
CID100004666,0.0,Supraventricular tachycardia
CID100004666,0.11,Thrombocytopenia
CID100004666,0.12,Thrombocytopenia
CID100004666,0.2,Thrombocytopenia
CID100004666,0.48,Thrombocytopenia
CID100004666,0.48,Thrombocytopenia
CID100004666,0.52,Thrombocytopenia
CID100004666,0.06,Thrombocytopenia
CID100004666,0.1,Thrombocytopenia
CID100004666,0.001,Thrombophlebitis
CID100004666,0.0,Thrombosis
CID100004666,0.01,Tinnitus
CID100004666,0.0,Tinnitus
CID100004666,0.01,Erythema
CID100004666,0.001,Erythema
CID100004666,0.001,Erythema
CID100004666,0.1,Erythema
CID100004666,0.1,Erythema
CID100004666,0.01,Urinary tract infection
CID100004666,0.0,Urticaria
CID100004666,0.001,Urticaria
CID100004666,0.0,Urticaria
CID100004666,0.0,Ventricular tachycardia
CID100004666,0.0,Vertigo
CID100004666,0.0,Vertigo
CID100004666,0.13,Vomiting
CID100004666,0.69,Vomiting
CID100004666,0.09,Vomiting
CID100004666,0.03,Meningitis cryptococcal
CID100004666,0.0,Encephalopathy
CID100004666,0.001,Polydipsia
CID100004666,0.001,Polydipsia
CID100004666,0.001,Onycholysis
CID100004666,0.001,Toxic epidermal necrolysis
CID100004666,0.13,Injection site reaction
CID100004666,0.0,Injection site reaction
CID100004666,0.0,Hepatic necrosis
CID100004666,0.0,Nerve injury
CID100004666,0.0,Radiation pneumonitis
CID100004666,0.0,Fatal outcomes
CID100004666,0.1,Feeling abnormal
CID100004666,0.0,Myalgia
CID100004666,0.02,Myalgia
CID100004666,0.44,Musculoskeletal discomfort
CID100004666,0.01,Decreased appetite
CID100004666,0.01,Decreased appetite
CID100004666,0.01,Thinking abnormal
CID100004666,0.01,Visual acuity reduced
CID100004666,0.01,Visual acuity reduced
CID100004666,0.0,Visual acuity reduced
CID100004666,0.01,Peripheral motor neuropathy
CID100004666,0.01,Neuritis
CID100004666,0.0,Peripheral motor neuropathy
CID100004666,0.0,Peripheral motor neuropathy
CID100004666,0.01,Eye irritation
CID100004666,0.0,Blood creatinine increased
CID100004666,0.0,Skin exfoliation
CID100004666,0.0,Thrombosis mesenteric vessel
CID100004666,0.02,Leukoencephalopathy
CID100004666,0.0,Breast cancer stage IV
CID100004666,0.01,Blood bilirubin increased
CID100004666,0.04,Mucosal inflammation
CID100004666,0.45,Mucosal inflammation
CID100004666,0.001,Respiratory distress
CID100004666,0.0,Tonic-clonic seizures
CID100004666,0.01,Necrotizing enterocolitis
CID100004666,0.01,Necrotising colitis
CID100004666,0.0,Drug interaction
CID100004666,0.02,Febrile neutropenia
CID100004666,0.001,Urticaria
CID100004666,0.0,Vocal cord paresis
CID100004666,0.0497512,Infestation
CID100004666,0.0,Infestation NOS
CID100004666,0.001,Cardiomyopathy
CID100004666,0.001,Nail pigmentation
CID100004666,0.0,Respiratory failure
CID100004666,0.0,Respiratory failure
CID100004666,0.0,Respiratory failure
CID100004666,0.0,Recall phenomenon
CID100004666,0.0,Hearing impaired
CID100004666,0.0,Hearing impaired
CID100004666,0.06,Cough
CID100004666,0.0,Cardiac arrest
CID100004666,0.0,Interstitial pneumonia
CID100004666,0.01,Madarosis
CID100004666,0.01,Abnormal vision
CID100004673,0.226,Abdominal pain
CID100004673,0.193,Agranulocytosis
CID100004673,0.205,Agranulocytosis
CID100004673,0.0,Anaemia
CID100004673,0.351,Anaemia
CID100004673,0.478,Anaemia
CID100004673,0.01,Anaemia
CID100004673,0.0,Anaemia
CID100004673,0.01,Anorexia
CID100004673,0.0,Anxiety
CID100004673,0.091,Anxiety
CID100004673,0.107,Musculoskeletal discomfort
CID100004673,0.108,Arthralgia
CID100004673,0.01,Atrial flutter
CID100004673,0.196,Infection
CID100004673,0.03,Infection
CID100004673,0.229,Infection
CID100004673,0.01,Conjunctivitis
CID100004673,0.04,Constipation
CID100004673,0.188,Cough
CID100004673,0.197,Cough
CID100004673,0.206,Cough
CID100004673,0.243,Diarrhoea
CID100004673,0.268,Diarrhoea
CID100004673,0.01,Diarrhoea
CID100004673,0.0,Dyspepsia
CID100004673,0.175,Dyspepsia
CID100004673,0.22,Dyspnoea
CID100004673,0.001,Dyspnoea
CID100004673,0.214,Dyspnoea
CID100004673,0.0,Oedema
CID100004673,0.001,Oedema
CID100004673,0.0,Rash
CID100004673,0.1,Asthenia
CID100004673,0.355,Asthenia
CID100004673,0.18,Body temperature increased
CID100004673,0.069,Body temperature increased
CID100004673,0.089,Body temperature increased
CID100004673,0.089,Body temperature increased
CID100004673,0.1,Body temperature increased
CID100004673,0.38,Body temperature increased
CID100004673,0.06,Gastrointestinal haemorrhage
CID100004673,0.0,Focal segmental glomerulosclerosis
CID100004673,0.24,Headache
CID100004673,0.197,Headache
CID100004673,0.198,Headache
CID100004673,0.0,Cardiac failure congestive
CID100004673,0.0,Herpes simplex
CID100004673,0.0,Herpes simplex
CID100004673,0.0,Hypernatraemia
CID100004673,0.001,Hypersensitivity
CID100004673,0.04,Hypertension
CID100004673,0.01,Hypertension
CID100004673,0.0,Hypocalcaemia
CID100004673,0.008,Hypocalcaemia
CID100004673,0.0,Hypokalaemia
CID100004673,0.01,Hypokalaemia
CID100004673,0.0,Inflammation
CID100004673,0.001,Renal failure acute
CID100004673,0.001,Muscle spasms
CID100004673,0.0,Nausea
CID100004673,0.02,Nausea
CID100004673,0.484,Nausea
CID100004673,0.01,Metastasis
CID100004673,0.313,Metastasis
CID100004673,0.313,Metastasis
CID100004673,0.136,Metastasis
CID100004673,0.244,Metastasis
CID100004673,0.0,Neutropenia
CID100004673,0.01,Neutropenia
CID100004673,0.0,Osteonecrosis
CID100004673,0.0,Osteonecrosis
CID100004673,0.0,Pain
CID100004673,0.143,Pain
CID100004673,0.15,Pleural effusion
CID100004673,0.075,Pleural effusion
CID100004673,0.001,Pruritus
CID100004673,0.04,Psychotic disorder
CID100004673,0.0,Pulmonary oedema
CID100004673,0.0,Acute respiratory distress syndrome
CID100004673,0.0,Acute respiratory distress syndrome
CID100004673,0.03,Convulsion
CID100004673,0.001,Convulsion
CID100004673,0.01,Swelling
CID100004673,0.0,Syncope
CID100004673,0.01,Tetany
CID100004673,0.125,Thrombocytopenia
CID100004673,0.01,Thrombocytopenia
CID100004673,0.15,Thrombocytopenia
CID100004673,0.241,Upper respiratory tract infection
CID100004673,0.229,Upper respiratory tract infection
CID100004673,0.283,Upper respiratory tract infection
CID100004673,0.185,Urinary tract infection
CID100004673,0.176,Urinary tract infection
CID100004673,0.309,Vomiting
CID100004673,0.09,Hypophosphataemia
CID100004673,0.1,Hypophosphataemia
CID100004673,0.0,Hepatic function abnormal
CID100004673,0.1,Hypomagnesaemia
CID100004673,0.03,Hypomagnesaemia
CID100004673,0.001,Liver function test abnormal
CID100004673,0.594,Bone pain
CID100004673,0.61,Bone pain
CID100004673,0.717,Bone pain
CID100004673,0.754,Bone pain
CID100004673,0.0,Myalgia
CID100004673,0.01,Myalgia
CID100004673,0.01,Musculoskeletal discomfort
CID100004673,0.15,Musculoskeletal discomfort
CID100004673,0.201,Myalgia
CID100004673,0.225,Musculoskeletal discomfort
CID100004673,0.0,"Hallucination, visual"
CID100004673,0.0,Drug maladministration
CID100004673,0.001,Anaphylactoid reaction
CID100004673,0.0,Influenza-like symptoms
CID100004673,0.119,Influenza like illness
CID100004673,0.1,Chills
CID100004673,0.06,Fluid overload
CID100004673,0.01,Serum creatinine increased
CID100004673,0.01,Insomnia
CID100004673,0.172,Insomnia
CID100004673,0.19,Insomnia
CID100004673,0.0,Somnolence
CID100004673,0.01,Somnolence
CID100004675,0.0,Hypersensitivity
CID100004679,0.02,Gastrointestinal pain
CID100004679,0.0,Alopecia
CID100004679,0.0,Anaemia
CID100004679,0.014,Musculoskeletal discomfort
CID100004679,0.012,Arthralgia
CID100004679,0.012,Arthralgia
CID100004679,0.01603,Diarrhoea
CID100004679,0.1,Diarrhoea
CID100004679,0.18,Diarrhoea
CID100004679,0.02,Diarrhoea
CID100004679,0.06,Diarrhoea
CID100004679,0.06,Diarrhoea
CID100004679,0.01,Diarrhoea
CID100004679,0.029,Dizziness
CID100004679,0.001,Dizziness
CID100004679,0.0,Eructation
CID100004679,0.01,Eructation
CID100004679,0.0,Dermatitis
CID100004679,0.0,Dermatitis
CID100004679,0.02,Dermatitis
CID100004679,0.001,Rash
CID100004679,0.0,Dermatitis
CID100004679,0.011,Fatigue
CID100004679,0.011,Asthenia
CID100004679,0.02,Flatulence
CID100004679,0.037,Flatulence
CID100004679,0.0,Gastrooesophageal reflux disease
CID100004679,0.01,Headache
CID100004679,0.06,Headache
CID100004679,0.085,Headache
CID100004679,0.0,Haematuria
CID100004679,0.0,Hyperglycaemia
CID100004679,0.0,Hypertriglyceridaemia
CID100004679,0.012,Nausea
CID100004679,0.13,Nausea
CID100004679,0.02,Nausea
CID100004679,0.07,Nausea
CID100004679,0.0,Nephritis interstitial
CID100004679,0.0,Tubulointerstitial nephritis
CID100004679,0.0,Nervousness
CID100004679,0.0,Nervousness
CID100004679,0.0,Speech disorder
CID100004679,0.0,Stevens-Johnson syndrome
CID100004679,0.0,Thrombocytopenia
CID100004679,0.024,Vomiting
CID100004679,0.0,Oedema peripheral
CID100004679,0.0,Blood creatine phosphokinase increased
CID100004679,0.0,Hypomagnesaemia
CID100004679,0.0,Hypomagnesaemia
CID100004679,0.0,Liver injury
CID100004679,0.0,Myalgia
CID100004679,0.0,Musculoskeletal discomfort
CID100004679,0.014,Abdominal pain upper
CID100004679,0.01,Abdominal pain upper
CID100004679,0.01,Abdominal pain upper
CID100004679,0.0,Abdominal pain upper
CID100004679,0.0,Sepsis
CID100004679,0.0,Hepatobiliary disease
CID100004679,0.0,Photosensitivity reaction
CID100004679,0.0,Rash maculo-papular
CID100004679,0.0,Hot flush
CID100004679,0.0,Anterior ischemic optic neuropathy
CID100004679,0.0,Optic ischaemic neuropathy
CID100004679,0.0,Ageusia
CID100004691,0.003,Abdominal pain
CID100004691,0.06,Gastrointestinal pain
CID100004691,0.07,Gastrointestinal pain
CID100004691,0.0,Abdominal pain
CID100004691,0.0,Aggression
CID100004691,0.001,Alopecia
CID100004691,0.001,Alopecia
CID100004691,0.001,Alopecia
CID100004691,0.01,Amnesia
CID100004691,0.01,Amnesia
CID100004691,0.0,Amnesia
CID100004691,0.001,Anaemia
CID100004691,0.0,Aplastic anaemia
CID100004691,0.0,Haemolytic anaemia
CID100004691,0.0,Angina pectoris
CID100004691,0.0,Anxiety
CID100004691,0.05,Anxiety
CID100004691,0.01,Anxiety
CID100004691,0.01,Anxiety
CID100004691,0.001,Arrhythmia
CID100004691,0.0,Arthralgia
CID100004691,0.001,Arthralgia
CID100004691,0.001,Arthritis
CID100004691,0.009,Asthenia
CID100004691,0.015,Asthenia
CID100004691,0.139,Asthenia
CID100004691,0.15,Asthenia
CID100004691,0.001,Asthma
CID100004691,0.0,Atrial fibrillation
CID100004691,0.03,Back pain
CID100004691,0.0,Bipolar disorder
CID100004691,0.0,Bone disorder
CID100004691,0.0,Bursitis
CID100004691,0.0,Cachexia
CID100004691,0.0,Cachexia
CID100004691,0.01,Vaginal moniliasis
CID100004691,0.0,Vulvovaginal mycotic infection
CID100004691,0.0,Chondropathy
CID100004691,0.01,Chest pain
CID100004691,0.01,Chest pain
CID100004691,0.0,Cholelithiasis
CID100004691,0.0,Cholelithiasis
CID100004691,0.03,Infection
CID100004691,0.06,Infection
CID100004691,0.05,Infection
CID100004691,0.01,Feeling abnormal
CID100004691,0.0,Confusional state
CID100004691,0.001,Confusional state
CID100004691,0.001,Conjunctivitis
CID100004691,0.13,Constipation
CID100004691,0.01,Constipation
CID100004691,0.0,Constipation
CID100004691,0.06,Constipation
CID100004691,0.001,Cystitis
CID100004691,0.0,Disturbance in sexual arousal
CID100004691,0.0,Libido decreased
CID100004691,0.01,Libido decreased
CID100004691,0.1,Libido decreased
CID100004691,0.06,Libido decreased
CID100004691,0.06,Disturbance in sexual arousal
CID100004691,0.06,Libido decreased
CID100004691,0.07,Disturbance in sexual arousal
CID100004691,0.09,Libido decreased
CID100004691,0.0,Disturbance in sexual arousal
CID100004691,0.0,Libido decreased
CID100004691,0.0,Disturbance in sexual arousal
CID100004691,0.0,Libido decreased
CID100004691,0.0,Libido decreased
CID100004691,0.02,Libido decreased
CID100004691,0.03,Libido decreased
CID100004691,0.06,Libido decreased
CID100004691,0.0,Depersonalisation
CID100004691,0.0,Depersonalisation
CID100004691,0.019,Depression
CID100004691,0.0,Dermatitis contact
CID100004691,0.0,Type 2 diabetes mellitus
CID100004691,0.01,Diarrhoea
CID100004691,0.12,Diarrhoea
CID100004691,0.07,Diarrhoea
CID100004691,0.002,Diarrhoea
CID100004691,0.003,Diarrhoea
CID100004691,0.005,Diarrhoea
CID100004691,0.078,Diarrhoea
CID100004691,0.08,Diarrhoea
CID100004691,0.014,Dizziness
CID100004691,0.017,Dizziness
CID100004691,0.127,Dizziness
CID100004691,0.026,Dizziness
CID100004691,0.07,Dizziness
CID100004691,0.04,Dizziness
CID100004691,0.01,Dysgeusia
CID100004691,0.13,Dyspepsia
CID100004691,0.13,Dyspepsia
CID100004691,0.01,Dyspepsia
CID100004691,0.02,Dyspepsia
CID100004691,0.001,Dyspnoea
CID100004691,0.001,Ear disorder
CID100004691,0.001,Ear pain
CID100004691,0.0,Ecchymosis
CID100004691,0.0,Ecchymosis
CID100004691,0.0,Eclampsia
CID100004691,0.001,Oedema
CID100004691,0.0,Eosinophilia
CID100004691,0.0,Epistaxis
CID100004691,0.01,Dermatitis
CID100004691,0.001,Dermatitis
CID100004691,0.0,Extrapyramidal disorder
CID100004691,0.001,Eye haemorrhage
CID100004691,0.0280811,Asthenia
CID100004691,0.0,Faecalith
CID100004691,0.01,Flatulence
CID100004691,0.06,Flatulence
CID100004691,0.08,Flatulence
CID100004691,0.012,Flatulence
CID100004691,0.04,Flatulence
CID100004691,0.001,Furuncle
CID100004691,0.001,Gastroenteritis
CID100004691,0.0,Gastrointestinal disorder
CID100004691,0.0,Gastrointestinal haemorrhage
CID100004691,0.0,Gastrointestinal haemorrhage
CID100004691,0.0,Genital disorder male
CID100004691,0.0,Genital disorder male
CID100004691,0.0,Gingival bleeding
CID100004691,0.01,Gingivitis
CID100004691,0.001,Glossitis
CID100004691,0.001,Glossitis
CID100004691,0.0,Glossitis
CID100004691,0.003,Headache
CID100004691,0.002,Headache
CID100004691,0.005,Headache
CID100004691,0.17,Headache
CID100004691,0.0483619,Headache
CID100004691,0.0,Cardiac failure congestive
CID100004691,0.0,Haemoglobin
CID100004691,0.001,Haemorrhoids
CID100004691,0.0,Hepatitis
CID100004691,0.001,Hepatosplenomegaly
CID100004691,0.0,Hiccups
CID100004691,0.0,Hypercholesterolaemia
CID100004691,0.001,Hyperglycaemia
CID100004691,0.0,Hyperhidrosis
CID100004691,0.02,Hypersensitivity
CID100004691,0.01,Hypersensitivity
CID100004691,0.02,Hypertension
CID100004691,0.001,Hypertension
CID100004691,0.0,Hypertension
CID100004691,0.001,Hyperventilation
CID100004691,0.001,Hyperventilation
CID100004691,0.01,Orthostatic hypotension
CID100004691,0.01,Orthostatic hypotension
CID100004691,0.001,Orthostatic hypotension
CID100004691,0.0,Hypothermia
CID100004691,0.0,Inappropriate antidiuretic hormone secretion
CID100004691,0.0,Inappropriate antidiuretic hormone secretion
CID100004691,0.0,Inappropriate antidiuretic hormone secretion
CID100004691,0.001,Intestinal obstruction
CID100004691,0.0488189,Lethargy
CID100004691,0.001,Leukocytosis
CID100004691,0.001,Leukopenia
CID100004691,0.0,Mastitis
CID100004691,0.001,Breast pain
CID100004691,0.001,Breast pain
CID100004691,0.001,Mydriasis
CID100004691,0.0,Myocardial infarction
CID100004691,0.02,Myoclonus
CID100004691,0.0,Myoclonus
CID100004691,0.032,Nausea
CID100004691,0.01,Nausea
CID100004691,0.01,Nausea
CID100004691,0.1,Nausea
CID100004691,0.006,Nausea
CID100004691,0.011,Nausea
CID100004691,0.029,Nervousness
CID100004691,0.0,Nervousness
CID100004691,0.0,Neuroleptic malignant syndrome
CID100004691,0.001,Neurosis
CID100004691,0.001,Nystagmus
CID100004691,0.01,Pain
CID100004691,0.0,Pallor
CID100004691,0.001,Palpitations
CID100004691,0.0,Pancreatitis
CID100004691,0.0,Paraesthesia
CID100004691,0.059,Paraesthesia
CID100004691,0.003,Paraesthesia
CID100004691,0.0,Peritonitis
CID100004691,0.001,Pneumonia
CID100004691,0.001,Polyuria
CID100004691,0.0,Priapism
CID100004691,0.001,Prostatitis
CID100004691,0.001,Prostatitis
CID100004691,0.01,Pruritus
CID100004691,0.001,Pruritus
CID100004691,0.001,Psychotic disorder
CID100004691,0.0,Postpartum disorder
